
cluster-n10-c3-r0-s-4972683369271453960.json,1.0
cluster-n10-c3-r1-s4755622236989466036.json,6.0
cluster-n10-c3-r2-s1092083446069765248.json,3.0
cluster-n10-c3-r3-s4503168388465453601.json,4.0
cluster-n10-c3-r4-s-3342383633144681140.json,4.0
cluster-n10-c3-r5-s6836568506072080118.json,4.0
cluster-n10-c3-r6-s-2651111998922877327.json,2.0
cluster-n10-c3-r7-s-5257604778215879520.json,0.0
cluster-n10-c3-r8-s5298954437391079618.json,4.0
cluster-n10-c3-r9-s-1544970817896810324.json,0.0
cluster-n100-c12-r0-s-5128016860359238732.json,869.0
cluster-n100-c12-r1-s3596673253889729385.json,1109.0
cluster-n100-c12-r2-s-6139822020582680716.json,437.0
cluster-n100-c12-r3-s-4087044595004343727.json,1227.0
cluster-n100-c12-r4-s-7035447845658785470.json,1058.0
cluster-n100-c12-r5-s-6952633147197490662.json,784.0
cluster-n100-c12-r6-s4367296745435792467.json,1234.0
cluster-n100-c12-r7-s8987754666945962503.json,498.0
cluster-n100-c12-r8-s-5895171329898275699.json,958.0
cluster-n100-c12-r9-s-8770588431429725762.json,709.0
cluster-n15-c3-r0-s-4980945789649841896.json,8.0
cluster-n15-c3-r1-s1946588598930985430.json,5.0
cluster-n15-c3-r2-s-1647495873705373680.json,6.0
cluster-n15-c3-r3-s2868790416052145765.json,8.0
cluster-n15-c3-r4-s-6089968677426900432.json,10.0
cluster-n15-c3-r5-s-4886449326399715878.json,7.0
cluster-n15-c3-r6-s-4632695887653498523.json,26.0
cluster-n15-c3-r7-s9040822222679173724.json,14.0
cluster-n15-c3-r8-s-6874753323234909047.json,5.0
cluster-n15-c3-r9-s-1929312183105933540.json,17.0
cluster-n20-c4-r0-s-4942938662781205063.json,14.0
cluster-n20-c4-r1-s3800096882043324115.json,29.0
cluster-n20-c4-r2-s-3802826258271402066.json,19.0
cluster-n20-c4-r3-s3008231453656586950.json,28.0
cluster-n20-c4-r4-s2859573706375437232.json,22.0
cluster-n20-c4-r5-s4767246935516549877.json,36.0
cluster-n20-c4-r6-s8171938801505373957.json,13.0
cluster-n20-c4-r7-s-8770407399242165048.json,36.0
cluster-n20-c4-r8-s1162767774550876561.json,12.0
cluster-n20-c4-r9-s-161341909156920964.json,13.0
cluster-n25-c4-r0-s-4951201078864625704.json,33.0
cluster-n25-c4-r1-s991063248279810805.json,42.0
cluster-n25-c4-r2-s-6542405578046540995.json,56.0
cluster-n25-c4-r3-s1373853485538246410.json,56.0
cluster-n25-c4-r4-s111988666388185236.json,34.0
cluster-n25-c4-r5-s-6955770901250213415.json,23.0
cluster-n25-c4-r6-s6190354912774752760.json,25.0
cluster-n25-c4-r7-s5528019601652888196.json,47.0
cluster-n25-c4-r8-s7435804087634439511.json,71.0
cluster-n25-c4-r9-s-545683274366044179.json,20.0
cluster-n30-c5-r0-s-4952853562081309832.json,56.0
cluster-n30-c5-r1-s4118605333692038088.json,54.0
cluster-n30-c5-r2-s3977725003942149108.json,70.0
cluster-n30-c5-r3-s-2642370924545318939.json,80.0
cluster-n30-c5-r4-s6941169284438581647.json,19.0
cluster-n30-c5-r5-s5457020789505081760.json,21.0
cluster-n30-c5-r6-s-1584659488442237911.json,75.0
cluster-n30-c5-r7-s4698356184513008144.json,40.0
cluster-n30-c5-r8-s8690411351969139020.json,104.0
cluster-n30-c5-r9-s-622551548266862281.json,44.0
cluster-n35-c5-r0-s-5013995466868426345.json,41.0
cluster-n35-c5-r1-s9157198120406614623.json,66.0
cluster-n35-c5-r2-s5840930912313687631.json,95.0
cluster-n35-c5-r3-s-3668721473601085579.json,89.0
cluster-n35-c5-r4-s1366435223448741313.json,58.0
cluster-n35-c5-r5-s3561711560546787690.json,67.0
cluster-n35-c5-r6-s5887712648313437491.json,92.0
cluster-n35-c5-r7-s-7552446059988885172.json,44.0
cluster-n35-c5-r8-s-229352131725306972.json,142.0
cluster-n35-c5-r9-s-3466677631057524513.json,74.0
cluster-n40-c6-r0-s-5028867824408518089.json,127.0
cluster-n40-c6-r1-s411588754582458831.json,95.0
cluster-n40-c6-r2-s8288385764484271288.json,139.0
cluster-n40-c6-r3-s-2921253008344135902.json,166.0
cluster-n40-c6-r4-s7488828594838425231.json,75.0
cluster-n40-c6-r5-s4596372347972036458.json,93.0
cluster-n40-c6-r6-s-8747184784460496663.json,131.0
cluster-n40-c6-r7-s3427327285231549752.json,37.0
cluster-n40-c6-r8-s-7384630835012497603.json,94.0
